SESSION,ROOM,S_ORDER,FIRST_NAME,LAST_NAME,FULL_NAME,START,TYPE,MS_TITLE,WEEKDAY,START_STR,END_STR,SESSION_ORDER,TYPE_ORDER,TITLE,ABSTRACT
S6,SC1001,3,Punit,Sharma,Punit Sharma,2025-06-24 16:00:00,MS14,"Pencils, polynomial, and rational matrices",Tuesday,17:00,17:30,106,14,Eigenvalue backward errors of Rosenbrock systems,"<p>We address the problem of computing the eigenvalue backward error of
the Rosenbrock system matrix under various types of block perturbations.
We establish novel characterizations of these backward errors using a
class of minimization problems involving the Sum of Two generalized
Rayleigh Quotients (SRQ2). For computational purposes and analysis, we
reformulate such optimization problems as minimization of a rational
function over the joint numerical range of three Hermitian matrices.
This reformulation eliminates certain local minimizers of the original
SRQ2 minimization and allows for convenient visualization of the
solution. Furthermore, by exploiting the convexity within the joint
numerical range, we derive a characterization of the optimal solution
using a Nonlinear Eigenvalue Problem with eigenvector dependency (NEPv).
Our numerical experiments demonstrate the benefits and effectiveness of
the NEPv approach for SRQ2 minimization in computing eigenvalue backward
errors of Rosenbrock systems.</p>
"
S6,SC1001,4,Andrii,Dmytryshyn,Andrii Dmytryshyn,2025-06-24 16:00:00,MS14,"Pencils, polynomial, and rational matrices",Tuesday,17:30,18:00,106,14,Minimal indices through perturbation behavior,"<p>Computing the complete eigenstructure of matrix pencils is a
challenging problem. Small perturbations can change both the eigenvalues
with their multiplicities, as well as the minimal indices of a given
pencil. Recently, however, perturbation theory was used to compute
eigenvalues of singular matrix pencils. In this talk, we investigate how
the behavior of a general matrix pencil under small perturbations can
help determine its minimal indices.</p>
"
S6,SC1003,1,Roberto,Cavassi,Roberto Cavassi,2025-06-24 16:00:00,MS19,"Explicit and hidden asymptotic structures, GLT Analysis, and applications",Tuesday,16:00,16:30,106,19,Signal processing of spherical data. From real life to mathematical challenges,"<p>In signal processing the time-frequency analysis of nonlinear and
non-stationary processes, as well as the determination of the unknown
number of active sub-signals of a blind-source composite signal are, in
general, challenging inverse problem tasks. If we consider data sampled
on a sphere, things get even more complicated. This is the reason why
just a few techniques have been developed so far to study this kind of
data. However, many real-life data are of this nature, like in
Geophysics and Physics.</p>
<p>The idea is to extend the Iterative Filtering (IF) algorithm to work
on the sphere. IF is a non-stationary signal decomposition method
proposed a decade ago [1] to address the problem of extracting
time-varying oscillatory components from a non-stationary multicomponent
signal. This method proved to be really valuable in many applications,
see [2] and references therein, and it was accelerated in what is known
as Fast Iterative Filtering (FIF) [3] by leveraging the Toeplitz matrix
theory.</p>
<p>In this talk, we introduce the generalization of IF to handle
spherical data and show how we can address the question about its
convergence [4]. We conclude with some examples of application to
geophysical data.</p>
<p>This is joint work with <span><em>Giovanni Barbarino</em></span>,
<span><em>Roberto Cavassi</em></span>, <span><em>Wing S. Li</em></span>,
<span><em>Edward J. Timko</em></span>, <span><em>Haomin
Zhou</em></span>.</p>
<p>[1] L. Lin, Y. Wang, and H. Zhou. “Iterative filtering as an
alternative algorithm for empirical mode decomposition”. Adv. in Adap.
Data An., 2009, 1.04, 543-560.</p>
<p>[2] G. Barbarino, A. Cicone. “Conjectures on spectral properties of
ALIF algorithm”. Linear Algebra and its Applications, 2022, 647,
127–152.</p>
<p>[3] A. Cicone, H. Zhou. “Numerical Analysis for Iterative Filtering
with New Efficient Implementations Based on FFT”. Num. Math., 2021, 147
(1), 1–28.</p>
<p>[4] G. Barbarino, R. Cavassi, A. Cicone. Extension and convergence
analysis of Iterative Filtering to spherical data. Linear Algebra and
its Applications, 2024.</p>
"
S6,SC1003,2,,,,2025-06-24 16:00:00,MS19,"Explicit and hidden asymptotic structures, GLT Analysis, and applications",Tuesday,16:30,17:00,106,19,,
S6,SC1003,3,,,,2025-06-24 16:00:00,MS19,"Explicit and hidden asymptotic structures, GLT Analysis, and applications",Tuesday,17:00,17:30,106,19,,
S6,SC1003,4,David,Meadon,David Meadon,2025-06-24 16:00:00,MS19,"Explicit and hidden asymptotic structures, GLT Analysis, and applications",Tuesday,17:30,18:00,106,19,"Trace approximation using GLT theory and the matrix-less method
","<p>The theory of Generalised Locally Toeplitz (GLT) Sequences, see for
example <span class=""citation"" data-cites=""garoni171""></span>, has been
successfully used to study the spectra of different classes of
Toeplitz(-like) matrix sequences such as Hermitian, non-Hermitian,
block-valued, variable coefficient, etc. Specifically, it is a tool that
allows us to approximate the eigenvalues of Hermitian Toeplitz(-like)
matrices by sampling a function, called the symbol, using an equispaced
grid. GLT theory has also been extended to include the concept of
momentary symbols, that is, symbols which change depending on the size
of the matrix, see <span class=""citation""
data-cites=""Bolten2022""></span>. This is particularly useful in the case
of, for example, PDE discetisations of some operators which may have
some variety of grid size <span class=""math inline""><em>h</em></span> in
the symbol that would change depending on the matrix size, that is, it
would change with refinement. The Matrix-less method, see <span
class=""citation""
data-cites=""ekstrom2018matrix expmathmlm ekstromreal variablecoef""></span>,
aims to use the inherent structure of Toeplitz matrices to accurately
compute the spectrum of a much larger matrix in the sequence using a
number of (much) smaller matrices. It computes so called “higher-order”
symbols, and then using an interpolation-extrapolation scheme allow it
to approximate the eigenvalues with much higher accuracy. We show that
these methods, which approximate the eigenvalues of the operator, are
able to cheaply approximate the trace of different matrix functions
without having to actually construct the (potentially very large) matrix
or do any computations on it. We investigate computing the traces of
matrix functions such as <span
class=""math inline"">Tr(<em>e</em><sup>−<em>β</em><strong>A</strong></sup>), Tr(<strong>A</strong><em>e</em><sup>−<em>β</em><strong>A</strong></sup>),  − Tr(<strong>A</strong>log (<strong>A</strong>))</span>
and others, where <span class=""math inline""><strong>A</strong></span> is
the Toeplitz(-like) linear operator.</p>
"
S6,SC1005,1,Jephian C.-H.,Lin,Jephian C.-H. Lin,2025-06-24 16:00:00,MS17,Graphs and matrices in honor of Leslie Hogben's retirement,Tuesday,16:00,16:30,106,17,"Inverse fiedler vector problem of a graph
","<p>Given a graph and one of its weighted Laplacian matrix, a Fiedler
vector is an eigenvector with respect to the second smallest eigenvalue.
The Fiedler vectors have been used widely for graph partitioning, graph
drawing, spectral clustering, and suggesting the center of a network.
The inverse Fiedler vector problem studies the possible Fiedler vectors
for different weighted Laplacian matrices of a given graph. For a given
tree, we characterize all possible Fiedler vectors among its weighted
Laplacian matrix. As an application, the characteristic set can be
anywhere on a tree, except for the set containing a single leaf. For a
given cycle, we characterize all possible eigenvectors corresponding to
the second or the third smallest eigenvalue.</p>
"
S6,SC1005,2,Chassidy,Bozeman,Chassidy Bozeman,2025-06-24 16:00:00,MS17,Graphs and matrices in honor of Leslie Hogben's retirement,Tuesday,16:30,17:00,106,17,On the tree cover number and the positive semidefinite maximum nullity of a graph,"<p>Let <span
class=""math inline""><em>G</em> = (<em>V</em>, <em>E</em>)</span> be a
simple graph. A tree cover of <span
class=""math inline""><em>G</em></span> is a collection of vertex-disjoint
simple trees occurring as induced subgraphs of <span
class=""math inline""><em>G</em></span> that together cover all the
vertices of <span class=""math inline""><em>G</em></span>. The tree cover
number of <span class=""math inline""><em>G</em></span>, denoted <span
class=""math inline""><em>T</em>(<em>G</em>)</span>, is the minimum
cardinality of a tree cover. We give a characterization of connected
outerplanar graphs whose tree cover number equals the upper bound of
<span class=""math inline"">$\lceil \frac{n}{2} \rceil$</span>. We also
present results on tree cover number of graph with girth at least 5. In
2011, [Barioli et al., Minimum semidefinite rank of outerplanar graphs
and the tree cover number, <span><em>Elec. J. Lin. Alg.,</em></span>
2011] introduced the tree cover number as a tool for studying the
maximum nullity of a family of matrices associated with a graph: Let
<span class=""math inline"">𝒮<sub>+</sub>(<em>G</em>)</span> denote the
set of real positive semidefinite matrices <span
class=""math inline""><em>A</em> = (<em>a</em><sub><em>i</em><em>j</em></sub>)</span>
such that for <span class=""math inline""><em>i</em> ≠ <em>j</em></span>,
<span
class=""math inline""><em>a</em><sub><em>i</em><em>j</em></sub> ≠ 0</span>
if <span
class=""math inline"">{<em>i</em>, <em>j</em>} ∈ <em>E</em></span> and
<span
class=""math inline""><em>a</em><sub><em>i</em><em>j</em></sub> = 0</span>
if <span
class=""math inline"">{<em>i</em>, <em>j</em>} ∉ <em>E</em></span>. The
positive semidefinite maximum nullity of <span
class=""math inline""><em>G</em></span>, denoted <span
class=""math inline""><em>M</em><sub>+</sub>(<em>G</em>),</span> is <span
class=""math inline"">max {null(<em>A</em>)|<em>A</em> ∈ 𝒮<sub>+</sub>(<em>G</em>)}.</span>
It was conjectured in 2011 that <span
class=""math inline""><em>T</em>(<em>G</em>) ≤ M<sub>+</sub>(<em>G</em>)</span>
holds for all graphs, and shown that equality holds when <span
class=""math inline""><em>G</em></span> is outerplanar. Therefore our
bounds on <span class=""math inline""><em>T</em>(<em>G</em>)</span> give
bounds on <span
class=""math inline""><em>M</em><sub>+</sub>(<em>G</em>)</span> for
outerplanar graphs. We show that the conjecture <span
class=""math inline""><em>T</em>(<em>G</em>) ≤ <em>M</em><sub>+</sub>(<em>G</em>)</span>
is true for certain other graph families.</p>
"
S6,SC1005,3,Anzila,Laikhuram,Anzila Laikhuram,2025-06-24 16:00:00,MS17,Graphs and matrices in honor of Leslie Hogben's retirement,Tuesday,17:00,17:30,106,17,Inverse eigenvalue problem for discrete Schrödinger operators of a graph,"<p>The Inverse Eigenvalue Problem of a Graph (IEPG) determines whether a
set of real numbers can be realized as the spectrum of a real symmetric
matrix in <span class=""math inline"">𝒮(<em>G</em>)</span>, where <span
class=""math inline"">𝒮(<em>G</em>)</span> consists of symmetric matrices
associated with a graph <span class=""math inline""><em>G</em></span>,
having non-zero off-diagonal entries only for adjacent vertices.
Extending this, the Inverse Eigenvalue Problem for discrete Schrödinger
operators investigates if a given set of real numbers can be the
spectrum of a matrix in <span
class=""math inline"">$\ddot{\mathcal{S}}(G)$</span>, where off-diagonal
entries are negative for edges and zero otherwise, with unrestricted
diagonal entries. We begin with connected graphs on 4 vertices. For a
list of real numbers <span
class=""math inline""><em>λ</em><sub>1</sub> &lt; <em>λ</em><sub>2</sub> ≤ <em>λ</em><sub>3</sub> ≤ <em>λ</em><sub>4</sub></span>,
we determine if there exists a matrix in <span
class=""math inline"">$\ddot{\mathcal{S}}(G)$</span> with spectrum <span
class=""math inline"">{<em>λ</em><sub>1</sub>, <em>λ</em><sub>2</sub>, <em>λ</em><sub>3</sub>, <em>λ</em><sub>4</sub>}</span>
and the smallest eigenvalue simple. We identify feasible ordered
multiplicity lists, noting that not all are valid. Our investigation
extends to families of graphs such as paths (<span
class=""math inline""><em>P</em><sub><em>n</em></sub></span>), and
complete graphs (<span
class=""math inline""><em>K</em><sub><em>n</em></sub></span>). For <span
class=""math inline""><em>P</em><sub><em>n</em></sub></span>, any set of
<span class=""math inline""><em>n</em></span> distinct real numbers is
realizable as a spectrum in <span
class=""math inline"">$\ddot{\mathcal{S}}(P_n)$</span>. For <span
class=""math inline""><em>K</em><sub><em>n</em></sub></span>, any ordered
list <span
class=""math inline""><em>λ</em><sub>1</sub> &lt; <em>λ</em><sub>2</sub> ≤ … ≤ <em>λ</em><sub><em>n</em></sub></span>
is achievable.</p>
"
S6,SC1005,4,Derek,Young,Derek Young,2025-06-24 16:00:00,MS17,Graphs and matrices in honor of Leslie Hogben's retirement,Tuesday,17:30,18:00,106,17,Relationships between minimum rank problem parameters for cobipartite graphs,"<p>The minimum rank problem for zero-nonzero matrix patterns is to
determine the smallest rank of a matrix whose zero entries occur in
specified positions. Similarly, the minimum rank problem for a simple
graph is to find the smallest rank of a symmetric matrix whose
off-diagonal nonzero entries occur according to the edges of a given
graph. In each case, a fundamental combinatorial lower bound exists; for
the former, it is the triangle number of the pattern, while for the
latter it is the zero forcing number of the graph. For a given
zero-nonzero pattern, there exists an associated cobipartite graph. In
previous work, the minimum rank of the pattern and the maximum nullity
of its associated cobipartite graph were shown to obey a simple
relationship; each is equal to the number of vertices in the graph minus
the other. We show that the corresponding bounds (that of the triangle
number and the zero forcing number) obey this same relationship. This
forms a connection between the goal of understanding when the triangle
number is equal to the minimum rank of a pattern and that of determining
when the zero forcing number of a graph is equal to its maximum
nullity.</p>
"
S6,SC2001,1,Yi-Lin,Lee,Yi-Lin Lee,2025-06-24 16:00:00,MS25,Enumerative/algebraic combinatorics and matrices,Tuesday,16:00,16:30,106,25,"Domino tilings, domino shuffling, and the nabla operator","<p>In this talk, I will present a <span
class=""math inline""><em>q</em>, <em>t</em></span>-generalization of
domino tilings of certain regions <span
class=""math inline""><em>R</em><sub><em>λ</em></sub></span>, indexed by
partitions <span class=""math inline""><em>λ</em></span>, weighted
according to generalized area and dinv statistics. These statistics
arise from the <span
class=""math inline""><em>q</em>, <em>t</em></span>-Catalan combinatorics
and Macdonald polynomials. We present a formula for the generating
polynomial of these domino tilings in terms of the Bergeron–Garsia nabla
operator. When <span
class=""math inline""><em>λ</em> = (<em>n</em><sup><em>n</em></sup>)</span>
is a square shape, domino tilings of <span
class=""math inline""><em>R</em><sub><em>λ</em></sub></span> are
equivalent to those of the Aztec diamond of order <span
class=""math inline""><em>n</em></span>. In this case, we give a new
product formula for the resulting polynomials by domino shuffling and
its connection with alternating sign matrices. In particular, we obtain
a combinatorial proof of the joint symmetry of the generalized area and
dinv statistics. This is based on joint work with Ian Cavey.</p>
"
S6,SC2001,2,Lavanya,Selvaganesh,Lavanya Selvaganesh,2025-06-24 16:00:00,MS25,Enumerative/algebraic combinatorics and matrices,Tuesday,16:30,17:00,106,25,"Exploring graph characterization via specialized matrices
","<p>Combinatorial matrix theory has found applications in various fields,
particularly in spectral graph theory, which has many connections to
areas such as chemistry and network analysis. Some of the well-studied
objects in this context include the adjacency matrix, Laplacian matrix,
signless Laplacian, and distance matrix. More recently, since 2013 and
2021, the eccentricity and neighborhood matrices, respectively, have
garnered significant attention due to several influential articles. A
key aspect of spectral graph theory is identifying graphs that can be
characterized by their matrix spectrum. We will present recent
developments in the study of eccentricity and neighborhood matrices for
special classes of graphs, including products of graphs, regular graphs,
and multipartite graphs, among others.</p>
<p>The eccentricity matrix of a connected graph <span
class=""math inline""><em>G</em></span> is derived from its distance
matrix by retaining only the largest nonzero entries in each row and
column, setting all other entries to zero. This class of matrix was
introduced as an application of graph theory to chemical structures. It
is well known that, unlike the distance and the adjacency matrix, the
eccentricity matrix is not irreducible for all connected graphs, making
it an important problem to identify classes of graphs for which it is
irreducible. In this talk, we investigate various properties of
eccentricity matrix and their spectral characteristics. Expanding the
scope, we delve into the irreducibility and spectrum of eccentricity
matrix for some well-known families of <em>distance-regular
graphs</em>.</p>
<p>The neighborhood matrix <span
class=""math inline"">𝒩ℳ(<em>G</em>)</span> of a graph <span
class=""math inline""><em>G</em></span> is a graph matrix obtained by the
product of adjacency and the Laplacian matrix and is also defined using
the neighborhood sets of vertices of <span
class=""math inline""><em>G</em></span>. We show that the neighborhood
matrix of a connected graph is irreducible. We determine the <span
class=""math inline"">𝒩ℳ</span>-eigenvalues of a complete multipartite
graph and find that they are always real and non-positive. Moreover, the
<span class=""math inline"">𝒩ℳ</span>-energy of a complete multipartite
graph is twice the number of edges. Further, we show that no two
complete multipartite graphs are <span
class=""math inline"">𝒩ℳ</span>-cospectral.</p>
"
S6,SC2001,3,Bit-Shun,Tam,Bit-Shun Tam,2025-06-24 16:00:00,MS25,Enumerative/algebraic combinatorics and matrices,Tuesday,17:00,17:30,106,25,On the maximal $A_\alpha$-index of graphs with a prescribed number of edges,"<p>For any real number <span
class=""math inline""><em>α</em> ∈ [0, 1]</span>, by the <span> <em><span
class=""math inline""><em>A</em><sub><em>α</em></sub></span>-matrix</em></span>
of a graph <span class=""math inline""><em>G</em></span> we mean the
matrix <span
class=""math inline""><em>A</em><sub><em>α</em></sub>(<em>G</em>) = <em>α</em><em>D</em>(<em>G</em>) + (1 − <em>α</em>)<em>A</em>(<em>G</em>)</span>,
where <span class=""math inline""><em>A</em>(<em>G</em>)</span> and <span
class=""math inline""><em>D</em>(<em>G</em>)</span> are the adjacency
matrix and the diagonal matrix of vertex degrees of <span
class=""math inline""><em>G</em></span>, respectively. The largest
eigenvalue of <span
class=""math inline""><em>A</em><sub><em>α</em></sub>(<em>G</em>)</span>
is called the <span
class=""math inline""><em>A</em><sub><em>α</em></sub></span>-index of
<span class=""math inline""><em>G</em></span>. Chang and Tam (2023) have
solved the problem of determining graphs with maximal <span
class=""math inline""><em>A</em><sub><em>α</em></sub></span>-index over
<span class=""math inline"">𝒢(<em>n</em>, <em>m</em>)</span>, the class of
graphs with <span class=""math inline""><em>n</em></span> vertices and
<span class=""math inline""><em>m</em></span> edges, for <span
class=""math inline"">$\alpha \in [\frac{1}{2},1)$</span> and <span
class=""math inline"">1 ≤ <em>m</em> ≤ 2<em>n</em> − 3</span>. In the same
paper, they posed the problem of characterizing graphs in <span
class=""math inline"">𝒢(<em>n</em>, <em>m</em>)</span> that maximize the
<span class=""math inline""><em>A</em><sub><em>α</em></sub></span>-index
for <span class=""math inline"">$0&lt;
\alpha &lt; \frac{1}{2}$</span> and <span
class=""math inline""><em>m</em> ≤ <em>n</em> − 1</span>. In this work, it
is noted that, for any <span
class=""math inline""><em>α</em> ∈ [0, 1)</span>, the problem of
characterizing graphs with maximal <span
class=""math inline""><em>A</em><sub><em>α</em></sub></span>-index over
<span class=""math inline"">𝒢(<em>n</em>, <em>m</em>)</span> with <span
class=""math inline""><em>m</em> ≤ <em>n</em> − 1</span> is equivalent to
the problem of characterizing graphs with maximal <span
class=""math inline""><em>A</em><sub><em>α</em></sub></span>-index over
<span class=""math inline"">𝒮(<em>m</em>)</span>, the class of graphs with
<span class=""math inline""><em>m</em></span> edges. In connection with
the latter problem, we pose the following conjecture: Let <span
class=""math inline""><em>m</em> ≥ 3</span> be a positive integer and
suppose that <span class=""math inline"">$m={\binom{d}{2}}+t$</span> with
<span class=""math inline"">0 ≤ <em>t</em> &lt; <em>d</em></span>. There
exists a real number <span
class=""math inline""><em>α</em><sub>0</sub></span>, <span
class=""math inline"">$\alpha_0=\frac{1}{2}$</span> for <span
class=""math inline""><em>m</em> = 3</span> and <span
class=""math inline"">$\alpha_0\in [0,\frac{1}{2})$</span> for <span
class=""math inline""><em>m</em> ≥ 4</span>, such that for any <span
class=""math inline""><em>α</em> ∈ [0, 1)</span>, <span
class=""math inline""><em>C</em><sub><em>d</em> + 1</sub><sup><em>m</em></sup></span>
(replaced by <span
class=""math inline""><em>K</em><sub><em>d</em></sub></span>, in case
<span class=""math inline""><em>t</em> = 0</span>), where <span
class=""math inline""><em>C</em><sub><em>n</em></sub><sup><em>m</em></sup></span>
denotes the quasi-complete graph with <span
class=""math inline""><em>n</em></span> vertices and <span
class=""math inline""><em>m</em></span> edges, or <span
class=""math inline""><em>K</em><sub>1, <em>m</em></sub></span> is the
unique connected graph with <span class=""math inline""><em>m</em></span>
edges that maximize the <span
class=""math inline""><em>A</em><sub><em>α</em></sub></span>-index over
<span class=""math inline"">𝒮(<em>m</em>)</span>, depending on whether
<span
class=""math inline""><em>α</em> ∈ [0, <em>α</em><sub>0</sub>)</span> or
<span
class=""math inline""><em>α</em> ∈ (<em>α</em><sub>0</sub>, 1)</span>;
when <span
class=""math inline""><em>α</em> = <em>α</em><sub>0</sub></span>, there
are exactly two connected graphs that maximize the <span
class=""math inline""><em>A</em><sub><em>α</em></sub></span>-index over
<span class=""math inline"">𝒮(<em>m</em>)</span>, namely, <span
class=""math inline""><em>C</em><sub><em>d</em> + 1</sub><sup><em>m</em></sup></span>
(or <span class=""math inline""><em>K</em><sub><em>d</em></sub></span>, in
case <span class=""math inline""><em>t</em> = 0</span>) and <span
class=""math inline""><em>K</em><sub>1, <em>m</em></sub></span>. The
conjecture is established when <span
class=""math inline""><em>t</em> = 0</span>.</p>
<p> : Maximal <span
class=""math inline""><em>A</em><sub><em>α</em></sub></span>-index
problem; Maximal graph; Threshold graph; Neighborhood equivalence
classes; Quasi-complete graphs; Quasi-stars.</p>
<p>05C35, 05C50</p>
"
S6,SC2001,4,Yen-Jen,Cheng,Yen-Jen Cheng,2025-06-24 16:00:00,MS25,Enumerative/algebraic combinatorics and matrices,Tuesday,17:30,18:00,106,25,"On the maximal spectral radius of digraphs with a prescribed number of arcs
","<p>The spectral radius of a matrix is the largest magnitude of its
eigenvalues. The spectral radius of a graph is the spectral radius of
its adjacency matrix. It captures important structural information about
the graph and plays a key role in spectral graph theory. In this talk, I
will introduce a new approach to find upper bounds of the spectral
radius of a nonnegative matrix, and use it to identify the unique
digraph whose spectral radius is maximum among all digraphs with a
prescribed number of arcs. This result resolves a problem independently
posed by R. Brualdi and A. Hoffman, as well as F. Friedland, back in
1985.</p>
"
S6,SC2006,1,Jamie,Pommersheim,Jamie Pommersheim,2025-06-24 16:00:00,MS30,"Bohemian matrices: Theory, applications, and explorations",Tuesday,16:00,16:30,106,30,,
S6,SC2006,2,Laureano,Gonzalez-Vega,Laureano Gonzalez-Vega,2025-06-24 16:00:00,MS30,"Bohemian matrices: Theory, applications, and explorations",Tuesday,16:30,17:00,106,30,,
S6,SC2006,3,Eunice,Chan,Eunice Chan,2025-06-24 16:00:00,MS30,"Bohemian matrices: Theory, applications, and explorations",Tuesday,17:00,17:30,106,30,A divide-and-conquer framework for efficient algebraic linearizations of matrix polynomials,"<p>In this talk, we explore the integration of the divide-and-conquer
(dc) technique into the computation of eigenvalues for matrix
polynomials using algebraic linearizations. Algebraic linearizations
reduce a matrix polynomial <span
class=""math inline""><strong>P</strong>(<em>z</em>) ∈ ℂ[<em>z</em>]<sup><em>r</em> × <em>r</em></sup></span>
of degree <span class=""math inline""><em>s</em></span> into a generalized
eigenvalue problem of the form <span
class=""math display"">(<em>z</em><strong>D</strong><sub><strong>L</strong></sub> − <strong>L</strong>)<strong>v</strong> = <strong>0</strong> ,</span>
where <span
class=""math inline""><strong>D</strong><sub><strong>L</strong></sub></span>
is block diagonal, <span class=""math inline""><strong>L</strong></span>
is block upper Hessenberg, and <span
class=""math inline""><strong>P</strong>(<em>z</em>)</span> is
reconstructed through a resolvent representation: <span
class=""math display""><strong>P</strong>(<em>z</em>)<sup>−1</sup> = <strong>X</strong><sub><strong>L</strong></sub>(<em>z</em><strong>D</strong><sub><strong>L</strong></sub> − <strong>L</strong>)<sup>−1</sup><strong>Y</strong><sub><strong>L</strong></sub> .</span>
While algebraic linearizations offer a structured and efficient way to
solve polynomial eigenvalue problems, the resulting linearized systems
can become computationally demanding for large-scale problems. To
overcome this challenge, we incorporate the divide-and-conquer
technique, as outlined by Bini and Pan (1992), leveraging its ability to
break down eigenvalue computation into smaller, independent
subproblems.</p>
<p>We demonstrate how this integration facilitates the efficient
computation of eigenvalues for systems such as <span
class=""math display""><strong>h</strong>(<em>z</em>) = <em>z</em><strong>a</strong>(<em>z</em>)<strong>d</strong><sub>0</sub><strong>b</strong>(<em>z</em>) + <strong>c</strong><sub>0</sub> ,</span>
where <span class=""math inline""><strong>a</strong>(<em>z</em>)</span>
and <span class=""math inline""><strong>b</strong>(<em>z</em>)</span> are
matrix polynomials with their own linearizations. This combined approach
reduces computational complexity while maintaining numerical stability,
making it a scalable and practical solution for large-scale polynomial
eigenvalue problems. This talk will highlight the theoretical framework
and discuss how this integration enhances the efficiency and robustness
of algebraic linearizations.</p>
"
S6,SC2006,4,Geeta,Chowdhry,Geeta Chowdhry,2025-06-24 16:00:00,MS30,"Bohemian matrices: Theory, applications, and explorations",Tuesday,17:30,18:00,106,30,,
S6,SC3001,1,Shih-Feng,Shieh,Shih-Feng Shieh,2025-06-24 16:00:00,MS11,Structured matrix computations and its applications,Tuesday,16:00,16:30,106,11,,
S6,SC3001,2,Ching-Sung,Liu,Ching-Sung Liu,2025-06-24 16:00:00,MS11,Structured matrix computations and its applications,Tuesday,16:30,17:00,106,11,"An index search method for solving nonnegative least squares problems
","<p>We introduce a novel Index Search Method (ISM) for efficiently
solving Nonnegative Least Squares (NNLS) problems. ISM employs a
two-level iterative structure: an outer iteration that updates the
estimated index set of the nonzero components in the solution, and an
inner iteration that solves associated subproblems to refine the
solution within this index set. A key feature of ISM is that the
objective function value decreases monotonically across iterations,
ensuring that the index sets do not repeat and the optimal solution is
reached in finitely many steps. The dominant computational cost lies in
solving normal equations during the inner iterations. We also present
numerical results to demonstrate the efficiency and reliability of the
proposed method, supporting our theoretical findings.</p>
"
S6,SC3001,3,Yung-Ta,Li,Yung-Ta Li,2025-06-24 16:00:00,MS11,Structured matrix computations and its applications,Tuesday,17:00,17:30,106,11,"Factorizations of penalized differentiation matrices
","<p>To solve boundary value problems by pseudospectral methods with
penalty leads to penalized differentiation matrices. We had proposed a
factorization of the inverse of the penalized differentiation matrix in
2020. The factorization contains a tridiagonal matrix and is crucial in
solving Poisson’s equations. However, to solve 2D Poisson’s equations,
we aim to diagonalize the penalized differentiation matrix. Thus, we
propose a new factorization of the penalized differentiation matrix
containing a block diagonal matrix plus low ranks.</p>
"
S6,SC3001,4,Ching Kai,Lin,Ching Kai Lin,2025-06-24 16:00:00,MS11,Structured matrix computations and its applications,Tuesday,17:30,18:00,106,11,,
S6,SC4011,1,Igor,Simunec,Igor Simunec,2025-06-24 16:00:00,MS23,Advances in Krylov subspace methods and their applications,Tuesday,16:00,16:30,106,23,Lanczos with compression for symmetric matrix functions,"<p>In this talk we present a low-memory method for the approximation of
the action of a symmetric matrix function <span
class=""math inline""><em>f</em>(<em>A</em>)</span> on a vector <span
class=""math inline""><em>b</em></span>, where the matrix <span
class=""math inline""><em>A</em></span> is large and sparse. The algorithm
that we propose combines the Lanczos method for <span
class=""math inline""><em>f</em>(<em>A</em>)<em>b</em></span> with a basis
compression procedure involving rational Krylov subspaces, which is
employed whenever the basis grows beyond a certain size in order to
reduce memory usage. This method has essentially the same convergence
behaviour as Lanczos, with the addition of an error term that depends on
rational approximation of the function <span
class=""math inline""><em>f</em></span> and is typically negligible. The
cost of the basis compression procedure is also negligible with respect
to the cost of the Lanczos algorithm. In particular, the rational Krylov
subspaces used for the compression of the Lanczos basis are built using
small projected matrices, so their construction is cheap and does not
require the expensive solution of linear systems with the matrix <span
class=""math inline""><em>A</em></span>. Numerical experiments demonstrate
that our algorithm exhibits competitive performance when compared
against other low-memory methods for <span
class=""math inline""><em>f</em>(<em>A</em>)<em>b</em></span>.</p>
<p>[1] A. A. Casulli and I. Simunec, A low-memory Lanczos method with
rational Krylov compression for matrix functions, arXiv:2403.04390,
2024. To appear in SIAM J. Sci. Comput.</p>
"
